Date,Close,Dividends,High,Low,Open,Stock Splits,Volume\n
2019-08-02,15.3247890472,0,15.6782283393,15.2704141704,15.279476938,0,13351400\n
2019-08-05,15.9410419464,0,16.2582318676,15.8051039026,15.8504160077,0,25872400\n
2019-08-06,15.9229154587,0,16.2310425947,15.7235397883,15.8141657216,0,14784100\n
2019-08-07,16.3579216003,0,16.711362648,16.2763584146,16.2854211829,0,24740400\n
2019-08-08,16.4847946167,0,16.5482322505,15.9138524556,16.0497904892,0,18423300\n
2019-08-09,16.4394817352,0,16.6479219093,16.3488575266,16.4213579306,0,13364800\n
2019-08-12,16.2763576508,0,16.9107375703,16.2038572367,16.7838622778,0,17441200\n
2019-08-13,16.4122962952,0,16.6751096296,15.8504168289,16.620734755,0,24836800\n
2019-08-14,16.4757289886,0,16.6751046214,16.3488537431,16.5844787052,0,19007200\n
2019-08-15,16.6660461426,0,16.6660461426,16.3035441132,16.4394821581,0,13567300\n
2019-08-16,16.6660461426,0,16.693234443,16.3307324136,16.4847959922,0,17414100\n
2019-08-19,16.4032344818,0,16.684173367,16.203857049,16.3397968363,0,23456900\n
2019-08-20,16.937921524,0,16.965108092,16.4757308549,16.4938563859,0,13833800\n
2019-08-21,16.8926086426,0,17.0104228721,16.6841702101,16.8019844396,0,10335300\n
2019-08-22,16.9832363129,0,17.0285501475,16.7657350921,16.8110471982,0,10077000\n
2019-08-23,17.3457374573,0,17.4454261599,16.9741726748,17.0738613774,0,18236700\n
2019-08-26,17.4363632202,0,17.6538644277,17.2460503119,17.4454259866,0,13719500\n
2019-08-27,17.9166812897,0,17.9891816995,17.5179281711,17.5179281711,0,19094900\n
2019-08-28,18.0707454681,0,18.1885579898,17.7444927488,17.9166818761,0,18486800\n
2019-08-29,17.5077381134,0.04,18.0253421085,17.4169299999,18.0253421085,0,21123100\n
2019-08-30,17.5985393524,0,17.7075094031,17.2897946281,17.3261168236,0,13907800\n
2019-09-03,17.6348686218,0,17.8709690266,17.5622224767,17.7983228814,0,19724200\n
2019-09-04,18.0435009003,0,18.0616611341,17.4986540474,17.5985413958,0,12606100\n
2019-09-05,16.7086238861,0,17.6802664312,16.418039394,17.6076203082,0,29138400\n
2019-09-06,16.2273464203,0,16.9538077603,16.218265437,16.6995454253,0,25964100\n
2019-09-09,15.8096284866,0,16.2818291829,15.5916901034,16.263667218,0,20406100\n
2019-09-10,15.6643352509,0,15.9640007255,15.3737507581,15.6098510915,0,17985900\n
2019-09-11,15.7460632324,0,16.0457287238,15.600770978,15.6280121932,0,16398700\n
2019-09-12,15.5553636551,0,16.4543617218,15.5281224441,16.2636645848,0,21635600\n
2019-09-13,15.6461772919,0,15.8096315439,15.4645628034,15.7551473706,0,23079800\n
2019-09-16,15.5281238556,0,15.8459512914,15.455477733,15.7551432051,0,20107700\n
2019-09-17,16.3635578156,0,16.4997691012,15.6824996552,15.736983823,0,22775200\n
2019-09-18,16.0184879303,0,16.3998805825,15.6189350428,16.3272344455,0,17125400\n
2019-09-19,16.6178188324,0,16.6632237501,16.2001039817,16.2001039817,0,17436100\n
2019-09-20,16.735868454,0,16.772190653,16.2273455434,16.6541413411,0,19547000\n
2019-09-23,16.8902397156,0,16.9719668188,16.7267855091,16.8448348071,0,13556200\n
2019-09-24,17.0809345245,0,17.11725845,16.6359768294,16.7812690673,0,15868600\n
2019-09-25,16.5088481903,0,17.0355330379,16.3363129912,16.9810488763,0,13268100\n
2019-09-26,16.4362030029,0,16.690463593,16.390798089,16.6087382119,0,8714200\n
2019-09-27,16.1002159119,0,16.2364272095,15.9367616619,16.109296896,0,13239600\n
2019-09-30,15.7369832993,0,15.9367597295,15.4373177879,15.7097403502,0,14847500\n
2019-10-01,15.6370954514,0,15.9730849212,15.4645619566,15.582611281,0,17963300\n
2019-10-02,15.7733078003,0,16.0003271877,15.5826106142,15.8096300016,0,18387000\n
2019-10-03,15.6734199524,0,16.281832028,15.6189357801,15.8005502651,0,14868000\n
2019-10-04,16.1183776855,0,16.1365396536,15.6189356895,15.6552578935,0,11481800\n
2019-10-07,16.0003299713,0,16.2182684133,15.9004408692,16.0094092242,0,8098000\n
2019-10-08,16.3998794556,0,16.5360907366,16.1910220426,16.2909111236,0,10774500\n
2019-10-09,16.2273464203,0,16.3907989228,16.0911334035,16.290911571,0,8088800\n
2019-10-10,16.2636699677,0,16.2999939037,15.8913582836,16.2273477637,0,14575500\n
2019-10-11,15.4373159409,0,16.1092930151,15.3919127633,16.1002120332,0,19555700\n
2019-10-14,15.5281238556,0,15.709738296,15.4373157694,15.4373157694,0,7369500\n
2019-10-15,15.128569603,0,15.5099621867,15.074085443,15.4373160628,0,17788300\n
2019-10-16,15.3828344345,0,15.391915418,15.0286830064,15.2284611792,0,10243500\n
2019-10-17,15.5190467834,0,15.7551471743,15.2647844244,15.2829463926,0,9878900\n
2019-10-18,15.6098546982,0,15.7914691821,15.4464004502,15.7097420581,0,8293900\n
2019-10-21,15.2829418182,0,15.6824963395,15.2102956991,15.600769239,0,8589100\n
2019-10-22,15.0740861893,0,15.4191548621,14.9197129517,15.355589717,0,12495000\n
2019-10-23,15.0468454361,0,15.3465109724,14.9832802817,15.246623615,0,10640400\n
2019-10-24,15.5916910172,0,15.6370942001,15.0559251442,15.1013283272,0,14535200\n
2019-10-25,15.618932724,0,16.0094045699,15.4736404716,15.9367584437,0,9809000\n
2019-10-28,15.1830558777,0,15.4645611627,15.1104097436,15.437318213,0,10432600\n
2019-10-29,15.2284622192,0,15.3192703283,14.9197156875,15.0286840328,0,8695500\n
2019-10-30,15.482717514,0,15.491798495,15.0286788569,15.2375379555,0,11504000\n
2019-10-31,15.7642269135,0,15.8731952502,15.5826107096,15.7006617617,0,13051200\n
2019-11-01,15.4464015961,0,15.7279051928,15.3555934814,15.6370970781,0,12848800\n
2019-11-04,15.1104068756,0,15.4645582275,15.1013258941,15.3646691626,0,12562000\n
2019-11-05,15.0196018219,0,15.0650050015,14.6926933864,14.8379856395,0,18002900\n
2019-11-06,15.3465080261,0,15.5826083628,15.2375397058,15.3374270441,0,13262200\n
2019-11-07,14.8561506271,0,15.3465116482,14.7108583444,15.3465116482,0,15795300\n
2019-11-08,14.865228653,0,15.0105209067,14.6472885403,14.7380966319,0,14316000\n
2019-11-11,14.8743076324,0,15.0468428302,14.8198234713,14.8379854357,0,9757300\n
2019-11-12,14.9287977219,0,14.9923628831,14.5928082142,14.8470705911,0,11934900\n
2019-11-13,15.128569603,0,15.2647808689,15.074085443,15.074085443,0,12264100\n
2019-11-14,15.128569603,0,15.3011047969,15.083166425,15.2556998869,0,8306300\n
2019-11-15,15.0468454361,0,15.1830567286,14.9832802817,15.0650074036,0,7947800\n
2019-11-18,15.3374300003,0,15.4100761385,14.9923612769,15.0286834799,0,12226300\n
2019-11-19,15.482717514,0,15.5735255919,15.2556981855,15.2647791665,0,9453500\n
2019-11-20,15.4282398224,0,15.6370972764,15.2647855602,15.4827239991,0,10160800\n
2019-11-21,15.1104068756,0,15.5372043478,15.0468417369,15.4373152829,0,10660700\n
2019-11-22,14.9741983414,0,15.2193796915,14.956036375,15.2012177251,0,7212200\n
2019-11-25,14.9197149277,0,15.1558153065,14.8016638723,14.910633944,0,8661200\n
2019-11-26,15.3101882935,0,15.3555914789,14.8561495112,14.9106336801,0,10096300\n
2019-11-27,15.1648931503,0,15.2284582907,15.0196009061,15.1830533818,0,6520400\n
2019-11-29,15.3015174866,0.05,15.3561670166,15.155788881,15.2741944588,0,5515900\n
2019-12-02,15.3834877014,0,15.5018932612,15.237759118,15.2650838789,0,11605300\n
2019-12-03,15.738699913,0,16.2032103435,15.6567273819,15.738699913,0,16549400\n
2019-12-04,15.5110015869,0,15.8297817788,15.4927850796,15.7113779557,0,10131000\n
2019-12-05,15.6294031143,0,15.7660234247,15.529214076,15.5929718423,0,8687700\n
2019-12-06,15.3834877014,0,15.5838658065,15.3197316633,15.3834877014,0,8180600\n
2019-12-09,15.3470535278,0,15.6658353953,15.2924057537,15.4836738318,0,8946600\n
2019-12-10,15.6111869812,0,15.6385117388,15.410810637,15.4381353947,0,12644500\n
2019-12-11,16.0483779907,0,16.1941065893,15.7022712661,15.7387042844,0,14640500\n
2019-12-12,15.9937267303,0,16.3762646945,15.7933503633,16.2123196046,0,12194100\n
2019-12-13,16.0119400024,0,16.0939125309,15.7751306689,15.8935362043,0,10721200\n
2019-12-16,15.8662128448,0,16.1030221992,15.7022677736,16.1030221992,0,7813400\n
2019-12-17,15.8388929367,0,15.9572985188,15.7478138579,15.8024616526,0,9722100\n
2019-12-18,16.3307247162,0,16.3398329695,15.8571059664,15.9299702558,0,15938800\n
2019-12-19,16.1303443909,0,16.3944784893,15.9846158322,16.330722462,0,8380700\n
2019-12-20,15.8935403824,0,16.1941058199,15.8571073659,16.0757002534,0,9077300\n
2019-12-23,16.1758842468,0,16.2305320173,15.9208584226,16.0119391982,0,8634100\n
2019-12-24,16.6768302917,0,16.6859385454,16.1758885001,16.2123197776,0,8174000\n
2019-12-26,16.7223701477,0,16.9045299942,16.5766415756,16.849882214,0,9372500\n
2019-12-27,16.7314796448,0,16.8316669598,16.5584263011,16.6859383769,0,9047000\n
2019-12-30,16.9500694275,0,17.0138254537,16.6950435853,16.7679078635,0,9560900\n
2019-12-31,16.9318561554,0,17.1504490316,16.8498836097,17.0684764859,0,9210900\n
2020-01-02,16.8407764435,0,17.1322336306,16.7314808669,17.0411528253,0,7096800\n
2020-01-03,16.913640976,0,17.2688542105,16.7861288891,17.2415311846,0,13759300\n
2020-01-06,16.7496948242,0,17.3143943997,16.7314800538,17.2870696383,0,14286900\n
2020-01-07,16.822561264,0,16.8772107939,16.512887544,16.7496969615,0,12084100\n
2020-01-08,16.2305335999,0,16.8589891017,16.1303445632,16.8589891017,0,14582200\n
2020-01-09,16.0301589966,0,16.212318848,15.9026451897,16.0483755029,0,11537900\n
2020-01-10,16.2578601837,0,16.3580474944,16.0301590656,16.0939151007,0,8361600\n
2020-01-13,15.8935403824,0,16.1941058199,15.8753238741,16.1849975657,0,8410700\n
2020-01-14,15.9937267303,0,16.0301597447,15.7204860719,15.756917349,0,10064900\n
2020-01-15,16.303401947,0,16.3762662453,15.9937282449,16.1667816048,0,10450300\n
2020-01-16,16.4764556885,0,16.4855639431,16.1576737245,16.3944831338,0,10178800\n
2020-01-17,16.3489398956,0,16.5857475141,16.1758865709,16.5128832306,0,9789200\n
2020-01-21,16.7132644653,0,16.7132644653,16.3307264705,16.3580494962,0,14625700\n
2020-01-22,16.6586170197,0,16.7588043447,16.5493197029,16.7041565549,0,10563200\n
2020-01-23,16.7861289978,0,17.013830147,16.5584278486,16.5857508747,0,13182200\n
2020-01-24,17.0411510468,0,17.0775840599,16.7132626141,16.8043434099,0,14750800\n
2020-01-27,16.9591808319,0,17.4601226202,16.8043439949,17.3052857832,0,21295700\n
2020-01-28,16.3944778442,0,16.8498800066,16.257857543,16.7587992267,0,16125200\n
2020-01-29,16.7314796448,0,16.7588026683,16.3307251732,16.4764537561,0,8479500\n
2020-01-30,16.7952365875,0,16.9865047114,16.6221832346,16.7770200794,0,13839700\n
2020-01-31,16.8681030273,0,17.0684794308,16.7770222122,16.8316700064,0,11002500\n
2020-02-03,16.6495094299,0,16.8043462881,16.4764560621,16.7314819864,0,11758500\n
2020-02-04,16.412694931,0,16.5310987331,16.0574800505,16.403586679,0,15578600\n
2020-02-05,16.412694931,0,16.5493152371,16.3580454188,16.394478427,0,7388300\n
2020-02-06,16.7132644653,0,16.8407765512,16.4400220478,16.5037798279,0,7471800\n
2020-02-07,16.567533493,0,16.9045301679,16.4673444473,16.8043428594,0,8733600\n
2020-02-10,16.7861289978,0,16.8681015505,16.5402113397,16.6312921469,0,8164900\n
2020-02-11,16.7952365875,0,16.9773964574,16.6312914886,16.7314805462,0,10385000\n
2020-02-12,16.767911911,0,17.0138295606,16.5766437861,16.858992715,0,11832200\n
2020-02-13,17.2415313721,0,17.4601242678,16.8954246509,16.9227494143,0,15270200\n
2020-02-14,17.961063385,0,17.9701716381,17.2415287626,17.305284797,0,20194400\n
2020-02-18,18.7443523407,0,18.8081083635,17.9883848446,18.0794656216,0,27961900\n
2020-02-19,19.1268939972,0,19.1633270101,18.5804109641,18.9538406603,0,20183200\n
2020-02-20,18.9174079895,0,19.4092414669,18.8718667267,19.0722448085,0,16593500\n
2020-02-21,19.5276470184,0,19.6824838375,19.281729411,19.536755271,0,19956000\n
2020-02-24,20.0650215149,0,20.5568549865,19.7917791531,20.4930989566,0,29354200\n
2020-02-25,19.354593277,0,20.1105608508,19.3454850246,19.7644559471,0,26511700\n
2020-02-26,19.2088661194,0,19.4729985083,19.0267045333,19.1268935794,0,18550700\n
2020-02-27,18.0757045746,0.07,19.6018131171,17.9843204851,19.5378430343,0,28277900\n
2020-02-28,17.3994636536,0,17.48170741,16.4764877383,16.7689154059,0,40581500\n
2020-03-02,18.1488170624,0,18.2219240078,17.4908528107,17.7467279912,0,25295800\n
2020-03-03,18.8433322906,0,19.4373263887,18.0026016195,18.4412432541,0,32518300\n
2020-03-04,18.7793617249,0,19.2362805186,18.4229656235,19.1905893364,0,23388100\n
2020-03-05,19.3368034363,0,19.5195716531,18.8524688818,19.0809282813,0,27916600\n
2020-03-06,19.4007740021,0,19.9490769721,18.6605659512,19.6657877724,0,28052900\n
2020-03-09,18.2127819061,0,19.0992036659,18.1853661533,18.7428075937,0,23635700\n
2020-03-10,18.157951355,0,18.6696998518,17.4451574986,18.322440636,0,23015800\n
2020-03-11,17.1710090637,0,18.1853675981,16.9151339124,17.8472486677,0,22061600\n
2020-03-12,15.4255781174,0,16.4490770093,14.1370680959,15.5078236419,0,33552400\n
2020-03-13,14.3198347092,0,16.0926800728,13.7623941084,15.9464662019,0,31110800\n
2020-03-16,14.9229679108,0,15.6723144625,11.5600452701,12.0717947086,0,36620600\n
2020-03-17,16.1840610504,0,16.9882390147,14.7401978914,14.8133048206,0,32058700\n
2020-03-18,14.5117397308,0,16.4307979746,14.1187893235,15.6083445661,0,30257400\n
2020-03-19,14.6945104599,0,16.3028650554,12.7937280731,14.1918995399,0,22990000\n
2020-03-20,14.5117397308,0,15.5352376352,14.2010348387,15.224532743,0,20170900\n
2020-03-23,15.4712705612,0,16.3302783774,14.9595220027,14.9869360147,0,33801100\n
2020-03-24,17.8198337555,0,18.0665703335,16.5678754375,17.1618712905,0,34579500\n
2020-03-25,17.463432312,0,18.0300104928,16.8328840526,17.5274006476,0,30961900\n
2020-03-26,17.8929405212,0,18.4412434416,17.0979010253,17.8563879228,0,24263100\n
2020-03-27,17.5822353363,0,18.0757084804,17.3263601791,17.4542986292,0,22450000\n
2020-03-30,17.6279277802,0,17.9386309542,17.1618704045,17.5456822584,0,22511900\n
2020-03-31,16.7415027618,0,17.5182649873,16.6958115839,17.2349758497,0,19294400\n
2020-04-01,17.2441177368,0,17.5274069287,16.6866761959,16.8237514989,0,18073100\n
2020-04-02,18.1396751404,0,18.8524672912,17.3354971458,17.4542969996,0,24917600\n
2020-04-03,18.2310619354,0,18.6148738207,18.0391551213,18.0391551213,0,14226600\n
2020-04-06,18.7793617249,0,19.3093874559,18.4869339758,18.7336705427,0,17449100\n
2020-04-07,18.5600357056,0,18.8524633726,18.1488099524,18.724526704,0,16499800\n
2020-04-08,18.6514225006,0,18.7976363554,18.2584721122,18.4412403022,0,11599500\n
2020-04-09,20.570482254,0,20.6253120158,18.9255737146,19.1083419111,0,31768100\n
2020-04-13,22.2702217102,0,22.6266177945,20.3328853503,20.5613447363,0,32986800\n
2020-04-14,22.3250522614,0,22.8916305824,21.7858879521,22.2062524004,0,33199200\n
2020-04-15,22.3616046906,0,22.5626500713,21.4294916947,21.6945036834,0,20342200\n
2020-04-16,22.8459396362,0,22.9464623284,22.2610841393,22.3890208435,0,19300400\n
2020-04-17,22.4255752563,0,22.5260962058,21.1553398232,21.4203535605,0,28513300\n
2020-04-20,22.7728328705,0,23.2754428491,22.2153913814,22.2153913814,0,18048000\n
2020-04-21,22.6814479828,0,22.9647371386,21.9777926426,22.0234855664,0,17345500\n
2020-04-22,24.1984176636,0,24.2898017663,23.3668256408,23.4399325744,0,21021400\n
2020-04-23,24.4360141754,0,26.0443683605,24.280661733,24.6187823699,0,30865400\n
2020-04-24,24.7649993896,0,25.2858865445,24.4908470629,24.9020746815,0,27620500\n
2020-04-27,24.6096420288,0,25.0025923988,24.0156480537,24.7193015433,0,15222800\n
2020-04-28,24.6370582581,0,24.8106878718,23.7689136755,24.1892780905,0,17129300\n
2020-04-29,24.262386322,0,24.7101682566,23.6866694309,24.3811861799,0,20809600\n
2020-04-30,23.503900528,0,24.2715241888,23.1475044508,23.8511597637,0,17781500\n
2020-05-01,24.6096420288,0,24.7649944601,22.9921493752,23.1018106326,0,19597900\n
2020-05-04,25.0208721161,0,25.3041630202,24.6187848368,24.9477651796,0,16474300\n
2020-05-05,25.7610797882,0,25.8524638874,24.600505737,24.929487797,0,16835400\n
2020-05-06,24.271522522,0,25.6696944674,24.1344472512,25.5234806128,0,17043600\n
2020-05-07,24.9112110138,0,25.267607089,24.3446309843,24.6736130493,0,16302200\n
2020-05-08,25.030008316,0,25.4869270615,24.892933041,25.0757012364,0,12732300\n
2020-05-11,23.778055191,0,25.0025977361,23.6775324955,24.8746592846,0,19131600\n
2020-05-12,23.796333313,0,24.3903274386,23.7049491991,24.0613453259,0,13108900\n
2020-05-13,23.8694419861,0,24.3446362753,23.3576916085,24.2898065002,0,12920900\n
2020-05-14,24.8015499115,0,24.9934566984,23.8511597903,23.8511597903,0,17395100\n
2020-05-15,25.6240062714,0,25.6788360375,24.9020737552,25.2858856039,0,19240600\n
2020-05-18,24.85638237,0,25.7976339428,24.6096458101,25.6605586572,0,17282900\n
2020-05-19,25.6788368225,0,25.8159121134,25.0482883926,25.148811086,0,17810600\n
2020-05-20,24.9020729065,0,25.9164331313,24.8746571529,25.8524647825,0,16291200\n
2020-05-21,23.9973735809,0,24.6461973861,23.4033795391,24.6370588017,0,22018800\n
2020-05-22,24.0522079468,0,24.6370635161,23.9699624145,24.3080831299,0,11271100\n
2020-05-26,22.5992031097,0,23.6683931563,22.4621278203,23.6683931563,0,30232600\n
2020-05-27,21.8589935303,0,21.9321004621,21.073092706,21.4294905237,0,37015100\n
2020-05-28,21.9506492615,0.07,22.7113606031,21.8223353045,22.5005597267,0,19102000\n
2020-05-29,21.996471405,0,22.6471995117,21.9598097803,22.5922088226,0,20309100\n
2020-06-01,22.7113571167,0,22.7205225228,22.0881234871,22.0881234871,0,16352500\n
2020-06-02,21.9506492615,0,22.7571858925,21.6848576882,22.748020485,0,16069500\n
2020-06-03,21.2815895081,0,21.6940241247,20.8324950078,21.3915726552,0,23448500\n
2020-06-04,21.4740562439,0,22.0148029915,21.2449263254,21.8314983574,0,21961100\n
2020-06-05,21.345746994,0,21.3549106537,20.2825824171,20.6216955125,0,28169100\n
2020-06-08,21.5932025909,0,21.6115334036,20.9791343519,21.2999165809,0,15541600\n
2020-06-09,22.2989234924,0,22.4638973127,21.8040037798,22.088124388,0,21508000\n
2020-06-10,22.9863128662,0,23.0962959939,21.6756894805,22.7021922628,0,21908200\n
2020-06-11,22.2805957794,0,23.7378623967,21.6665274454,23.2887679059,0,30986200\n
2020-06-12,22.0606250763,0,22.8305016307,21.9139820896,22.5922063402,0,15344600\n
2020-06-15,22.6746959686,0,22.7480174708,21.1624388933,21.5382118105,0,15853500\n
2020-06-16,22.3447532654,0,22.8305094172,22.1064596418,22.3814148986,0,16296600\n
2020-06-17,22.2256011963,0,22.7205226393,22.0881236004,22.4364002932,0,9236700\n
2020-06-18,21.9414806366,0,22.3905750497,21.8498283231,22.1797759524,0,12574700\n
2020-06-19,22.4455661774,0,22.7663484068,22.0881240707,22.2256016696,0,19198700\n
2020-06-22,23.3254318237,0,23.7012048376,22.922162584,23.0138149223,0,17414300\n
2020-06-23,23.5362243652,0,23.99448418,23.3712505522,23.7836850847,0,16212000\n
2020-06-24,23.5637207031,0,24.0586421814,23.2337747991,23.5362262309,0,19762900\n
2020-06-25,23.5820522308,0,23.6828699605,23.2154446885,23.5820522308,0,10068700\n
2020-06-26,23.7103633881,0,23.7928485458,23.0687989535,23.4995625464,0,12116300\n
2020-06-29,23.9486541748,0,24.0036466044,23.609542933,23.8295074069,0,10296300\n
2020-06-30,24.6910438538,0,24.7826961832,23.6920371338,23.8845054524,0,15373000\n
2020-07-01,24.571893692,0,24.7277021174,23.7195300558,24.7277021174,0,15634500\n
2020-07-02,24.0769710541,0,24.700204681,24.0769710541,24.3794224615,0,12824100\n
2020-07-06,24.388589859,0,24.736866577,24.1594599332,24.4985712444,0,11302100\n
2020-07-07,24.7643623352,0,24.9384998169,24.1502940757,24.333596964,0,12200500\n
2020-07-08,25.405921936,0,25.6075573609,25.011819988,25.2501135387,0,17430100\n
2020-07-09,25.2867794037,0,25.7083776389,24.736867218,25.6625523518,0,13002700\n
2020-07-10,24.8468475342,0,25.5342372513,24.7185335983,25.3326018155,0,11545900\n
2020-07-13,23.9486541748,0,25.3509296631,23.8661690267,25.1951212755,0,15524700\n
2020-07-14,24.7918567657,0,24.810187579,23.7836865113,23.8753370813,0,12752400\n
2020-07-15,24.8285198212,0,24.8376852283,24.1411300183,24.6543805816,0,14009700\n
2020-07-16,24.4619102478,0,24.8285177627,24.1869533006,24.5810570346,0,11708600\n
2020-07-17,25.0576496124,0,25.121805714,24.5260682378,24.7826943921,0,12309100\n
2020-07-20,25.7725315094,0,25.8183567894,25.3051063111,25.3051063111,0,15059200\n
2020-07-21,25.8733501434,0,26.4324277076,25.800028639,26.3591062031,0,17387600\n
2020-07-22,26.1391391754,0,26.2949475759,25.754200877,26.2582859532,0,13559000\n
2020-07-23,25.6533889771,0,26.4599273795,25.2684505914,26.1299796923,0,17493600\n
2020-07-24,26.065820694,0,26.1024805729,25.6900477577,25.7725346704,0,13356700\n
2020-07-27,27.4131031036,0,27.6788946462,26.9548432701,27.03733018,0,28270100\n
2020-07-28,27.1198177338,0,27.3947729412,26.771539273,27.0373308219,0,16893900\n
2020-07-29,26.3774394989,0,27.3306191467,26.0199956014,27.2756284502,0,26171200\n
2020-07-30,25.8916816711,0,26.2399583899,25.2226227059,25.5708994247,0,16071000\n
2020-07-31,26.4965858459,0,26.6065689852,25.9008483578,26.3224466039,0,19799100\n
2020-08-03,26.3224468231,0,26.4599261853,25.8275270628,26.3957683338,0,11518500\n
2020-08-04,27.2664585114,0,27.3581108224,25.9833314016,26.3682697094,0,25658100\n
2020-08-05,27.348947525,0,28.1279896065,27.0373306924,27.9538503769,0,23273200\n
2020-08-06,27.0373306274,0,27.596408193,26.652392291,27.532252095,0,15355600\n
2020-08-07,26.4599266052,0,26.8998556765,26.0658228233,26.5790734065,0,14680500\n
2020-08-10,26.3224468231,0,27.4314366394,26.239959905,26.881524435,0,15880400\n
2020-08-11,24.0586433411,0,25.2684491265,23.7103666066,24.8376854751,0,36281600\n
2020-08-12,23.9944858551,0,24.7918570095,23.8845027227,24.7185355039,0,21879300\n
2020-08-13,24.8743419647,0,25.1492989,24.2877699664,24.3885876842,0,15115100\n
2020-08-14,24.7368679047,0,24.9659978427,24.3335987242,24.8651801106,0,12635500\n
2020-08-17,27.614736557,0,27.743050498,26.8540253099,27.1473130693,0,53950500\n
2020-08-18,27.532251358,0,28.6137430858,27.2572944118,28.5954140212,0,39322100\n
2020-08-19,26.5607452393,0,27.7888819969,26.395771384,27.541421214,0,31732600\n
2020-08-20,27.4497642517,0,27.4864241287,26.4965829754,26.6432259797,0,22129800\n
2020-08-21,26.8631916046,0,27.2939569774,26.5240802985,27.2297991307,0,16352200\n
2020-08-24,26.5515708923,0,27.3306128641,26.5149110191,27.2939529909,0,16812000\n
2020-08-25,26.3499412537,0,26.5240804853,25.7725346145,26.4324281661,0,17442900\n
2020-08-26,26.9181861877,0,26.9365152544,26.0199954921,26.0658225291,0,17248100\n
2020-08-27,26.1941356659,0,27.4039415153,25.9466749017,27.3672816326,0,23211000\n
2020-08-28,26.8374958038,0.08,27.1591767057,26.6996305567,26.8466851841,0,19533800\n
2020-08-31,27.2510871887,0,27.554387587,26.9110240089,27.0948414228,0,14248100\n
2020-09-01,26.9569778442,0,27.87607017,26.6352951796,27.8209251213,0,17067800\n
2020-09-02,27.2143230438,0,27.2510858235,26.2860396282,26.8099219487,0,16837200\n
2020-09-03,26.8926429749,0,27.2878529747,26.2768510164,26.9569791603,0,17762300\n
2020-09-04,26.6996326447,0,26.9294057371,25.8081136769,26.6352964592,0,21446400\n
2020-09-08,26.8374958038,0,27.4257143136,25.9643574195,26.221703894,0,17738400\n
2020-09-09,27.995552063,0,28.1242261837,27.0672703347,27.1224153847,0,20488800\n
2020-09-10,27.673871994,0,28.3723824099,27.5451978694,28.2896639559,0,16170300\n
2020-09-11,27.3429946899,0,28.1058411944,27.2143223347,27.8484947309,0,12573900\n
2020-09-14,27.5084342957,0,27.8484974832,27.0396969871,27.6003438812,0,15620200\n
2020-09-15,27.5635795593,0,28.0690814072,27.4440983243,27.8117349163,0,12552500\n
2020-09-16,27.5635795593,0,27.9036445025,27.1959429674,27.8025437824,0,20832900\n
2020-09-17,26.7823505402,0,27.140797749,26.4790501345,27.140797749,0,26331800\n
2020-09-18,26.5525798798,0,27.1683718812,26.5250082287,26.9294076378,0,26962200\n
2020-09-21,25.9092140198,0,26.368760198,25.5599579426,26.1022225732,0,17428200\n
2020-09-22,26.1206054688,0,26.3228051609,25.8448784564,26.0011242309,0,14621800\n
2020-09-23,24.9441661835,0,25.8540674129,24.7971115456,25.81730463,0,24139900\n
2020-09-24,25.412902832,0,25.5231946841,24.6592473943,24.6960119293,0,20435400\n
2020-09-25,25.4588603973,0,25.5967239079,25.0544592471,25.3209951337,0,9425000\n
2020-09-28,25.513999939,0,25.7713463886,25.2290818449,25.7345818588,0,12539500\n
2020-09-29,25.9919338226,0,26.1757512517,25.6151060771,25.7070139151,0,12446300\n
2020-09-30,25.8356895447,0,26.0930343109,25.5507696206,25.8448806796,0,14891900\n
2020-10-01,25.9735527039,0,26.2400886013,25.7989246485,26.0930339504,0,10354300\n
2020-10-02,25.6334857941,0,26.0930319819,25.5691496083,25.9092145586,0,9876500\n
2020-10-05,26.0746517181,0,26.4147149187,25.7070133619,25.7437778988,0,10678100\n
2020-10-06,24.8706417084,0,26.2308998941,24.8522611913,26.1114168915,0,18523000\n
2020-10-07,24.7695426941,0,25.302616255,24.7052047488,25.1739421175,0,18348800\n
2020-10-08,25.0636482239,0,25.293421306,24.7235832909,24.9257847252,0,13403500\n
2020-10-09,25.780538559,0,25.780538559,25.2934207573,25.5231938345,0,14495600\n
2020-10-12,25.7713508606,0,25.9092143653,25.5507671494,25.6886324072,0,9850800\n
2020-10-13,25.6978244781,0,25.7897340752,24.9809334774,25.550769824,0,12480100\n
2020-10-14,26.0195045471,0,26.2768510422,25.6886324854,25.9184055783,0,10590400\n
2020-10-15,25.5048141479,0,25.8081145704,25.3301861008,25.7070138452,0,10762300\n
2020-10-16,25.3393745422,0,25.633483799,25.2750383614,25.6059121519,0,8982300\n
2020-10-19,24.8338756561,0,25.7070123346,24.8154933884,25.5691488331,0,12823200\n
2020-10-20,24.8798313141,0,25.0728416322,24.66844048,24.9257869865,0,14482500\n
2020-10-21,25.1555595398,0,25.3026141823,24.9074041732,25.0728410843,0,11122900\n
2020-10-22,24.7143917084,0,24.9074020055,24.4019001821,24.8706374715,0,13605100\n
2020-10-23,24.6408653259,0,24.7603483127,24.4570479084,24.6132936775,0,9636100\n
2020-10-26,24.4754257202,0,24.9809275069,24.4294718092,24.438662942,0,10261900\n
2020-10-27,24.8982124329,0,24.925785835,24.3743300627,24.5030024334,0,10690900\n
